title|location|date|body
PG medical, dental counselling|CHENNAI|April 01, 2019 00:00 IST|Counselling for medical and dental PG degree/diploma courses in the State will be held for four days from Monday. Of the 11,121 who qualified in the NEET this year, 9,649 students have applied. The first session, for the special category, will begin at 9 a.m. Counselling for the general category will be held from 2 p.m. in the afternoon at lecture theatre II of the Government Multi Super Speciality Hospital. The counselling is for admission to government and self-financing seats in both medical and dental colleges, including the Rajan Muthiah Medical College and the Dental College under Annamalai University. About 912 seats, inlcuding 558 seats in MD, 352 in MS and one in PG diploma (Diabetology), will be available in the first round. The Directorate of Medical Education has uploaded detalils on websiteswww.tnmedicalselection.ne tandwww.tnhealth.org. The State has on offer 1,758 seats, of which 50% have been surrendered to the Central pool (All India Quota), counselling for which is currently in progress. The seats that go vacant after the second round of AIQ — to be held in mid-April — will be surrendered to the State. Results of the first round of online counselling conducted by Director General Health Services for seats under the All India Quota and deemed universities have been declared. Merit list released C.R. Arunkumar, a service candidate, has topped the postgraduate medical merit list with 1007.5 marks in the NEET. Dr. Arunkumar (All India Rank 4,920) has topped the list of 6,188 candidates who applied for admission to seats in government and self-financing medical colleges in the State. Under the management category, Kevin Jude Sudevan with 860 marks topped the list of 2,428 aspirants. Veena G.V. topped the list of PG aspirants for dental seats in government and SF colleges with 764 marks. A total of 669 candidates feature on the merit list. G. Sandhya, with 627 marks, is first among the 364 candidates aspiring for admissions to MDS course in SF dental colleges in the State under management quota. On Friday, the Health Department released the GO for awarding of incentive marks to candidates who served in remote/difficult/rural areas.  The State has on offer 1,758 seats, of which 50% have been surrendered to the Central pool, counselling for which is currently in progress

Bid to dislodge AIADMK will not succeed: Panneerselvam|VELLORE|April 01, 2019 00:00 IST|Deputy Chief Minister O. Panneerselvam has challenged DMK leader M.K. Stalin during a campaign meeting of the Vellore Lok Sabha candidate A.C. Shanmugam, who is contesting under the ‘two leaves’ symbol. “Even your father could not succeed in decimating the AIADMK, can you do it?,” Mr. Panneerselvam asked. Even ‘tsunami’, ‘cyclone’ or ‘earthquake’ cannot dislodge the party, Mr. Panneerselvam added. Mr. Panneerselvam said that his government was framing schemes to benefit the masses of the State. He also addressed voters at Vaniyambadi, Ambur and Gudiyatham on Sunday. While campaigning for Ambur assembly election candidate J. Jyoti Ramalinga Raja, Mr. Panneerselvam said this election was an unwanted one. He said that those who went out to topple this government were now not to be seen anywhere. “We invited Dhinakaran to work together, but he refused to join hands with us. Those “perpetrators” should be taught a lesson in this election,” he said. Mr. Panneerselvam also campaigned for AIADMK Gudiyatham Assembly candidate Kasba R. Moorthy. Later in the day, the Deputy Chief Minister launched a campaign for PMK candidate A.K. Moorthy for Arakkonam parliamentary constituencyat Sholingur and at Ranipet.

Release list of convicted Customs officials: CIC|April 01, 2019 00:00 IST|April 01, 2019 00:00 IST|In his ruling on Friday, Central Information Commissioner Bimal Julka said the information should be disclosed voluntarily “for the sake of transparency and accountability in the public authority.” Citing prior cases, he held that “such information cannot be held as a personal information and such information deserves to be given to expose the corrupt person in the public.” Pointing out that the purpose of the RTI Act was to make public authorities more transparent and accountable to the public, he directed the department to release the requested information as it was “in the larger public interest and instrumental in achieving good governance”.

VCK president moves HC seeking police protection|Chennai|April 01, 2019 00:00 IST|  VCK president Thol Thirumavalavan has approached the Madras High Court seeking a direction to the Home Secretary and Director General of Police to provide police protection for him during the campaign for the ensuing elections and permanently thereafter on the ground that there was grave threat to his life. His petition has been listed for hearing before Justice R. Subramanian on Monday.

‘Strictly follow ECI guidelines’|Ramanathapuram|April 01, 2019 00:00 IST|District Election Officer (DEO) and Collector K. Veera Raghava Rao has asked the polling officers to strictly follow the guidelines issued by the Election Commission of India (ECI) and ensure the electorates exercised their franchise in a free and fair manner. Launching the first phase of training programme for the polling officers on Sunday, he said all the 7,348 teachers and government staff, appointed as polling officers for the four Assembly segments in the district, including for Paramakudi by-election, should carry out the duties earmarked for them for conducting the April 18 elections in a smooth manner. Mr Rao, accompanied by Mr. Anand Swaroop, general observer appointed for Paramakudi Assembly by-election, addressed the polling officers, appointed for Paramakudi Assembly segment at Ayira Vysya Higher Secondary School. Later, he addressed the training programme for the polling officers appointed for Mudukulathur Assembly segment at Sonai Meenal Arts and Science College. Stating that the polling officers played a vital role in conducting the elections in a free and fair manner, Mr Rao advised them to reach the polling stations, allotted to them on the previous day evening and ensure that all polling materials reached the polling stations. Before the start of polling at 7 a.m. on April 18, they should demonstrate the functioning of electronic voting machines, control units and Voter Verifiable Paper Audit Trail (VVPAT) units to the booth agents of the candidates by conducting mock polling, he said. The office of DEO has appointed 1,615 polling officers for Paramakudi Assembly segment, 1,504 for Thiruvadanai, 2,169 for Ramanathapuram and 2,060 for Mudukulathur Assembly segments, he said. The Collector said all arrangements had been made for the conduct of the elections in smooth and fair manner and all the 1,364 polling stations in four assembly segments were ready for the polling.

Decision on Congress-AAP tie-up today|NEW DELHI|April 01, 2019 00:00 IST|Delhi Pradesh Congress Committee president Sheila Dikshit said an official announcement would be made on Monday on an alliance with the Aam Aadmi Party (AAP). Speculation that the Congress had reached a decision on the tie-up for Delhi mounted after a late-night meeting was held at Ms. Dikshit’s residence on Saturday. It was attended by All India Congress Committee in-charge of Delhi P.C Chacko and senior leader K.C. Venugopal. Both leaders did not comment on the agenda, but party sources said the meeting was called to discuss the names of candidates for the seven Lok Sabha constituencies. Sources said the talks on alliance had faltered over division of seats. The AAP has announced seven candidates, and the BJP is expected to name its nominees this week.

Telangana voter on a solo campaign for NOTA|KHAMMAM|April 01, 2019 00:00 IST|Amid high voltage election campaign by the political parties ahead of the April 11 Lok Sabha election, a senior citizen is hogging public attention in the town for his novel campaign drumming up support for ‘None of The Above (NOTA)’ electoral option. Taking up cudgels against the menace of ‘political defections’, a resident of Gandhi Chowk area here, M. Venkata Subba Rao has taken up a vigorous campaign at public places to popularise NOTA option as a democratic means to express dissent with “unethical politics”. The Khammam Lok Sabha constituency saw NOTA receive 4991 votes out of total valid votes of 11,78,858 in the 2014 elections. Significantly, seven independent candidates and the contestants of four political parties, including the BJP, got fewer votes than NOTA in the Khammam Assembly constituency in the Assembly elections held in December last year. NOTA polled 3513 votes in Khammam Assembly constituency and 2106 in the ST reserved Bhadrachalam Assembly constituency in the 2018 Assembly polls. A lean 60-year-old Mr. Subba Rao, has been going around the public places as part of his campaign to make NOTA popular. Clad in a white kurta-pyjama, Mr. Rao, an ardent devotee of Shirdi Sai Baba, drew wide attention from the morning walkers at the SP stadium here on Sunday morning for his placards highlighting the NOTA option.  Expressing dissent Speaking toThe Hindu, he said his campaign is intended to mobilise public support against the undesirable trend of errant politicians switching parties after being elected under the pretext of “development.” The political defections have reached alarming proportions making a mockery of democracy, he deplored, adding that NOTA was a democratic option not only to reject candidates in the electoral fray but also express protest against the “unethical politics.”   Voters’ dismayed An unusual political scenario is prevailing in the State following a string of political desertions ahead of the ensuing election, pointed out K. Srinivasa Rao, a morning walker. “Old political adversaries have turned friends sharing common dais during the electioneering, hobnobbing with each other much to the dismay of the voters,” he added. “The NOTA electoral option and the Anti-Defection Law needs to be given more teeth to curb unethical politics and save democracy,” he contended.
