title|location|date|body|is_event|raw_target_date
Where January 1 is always ‘Good News Day’|GUWAHATI|January 02, 2019 00:00 IST|Guwahati woke up on the first morning of 2019 to a piece of news that Saurav Kumar Chaliha would have approved of: though traffic police had detected 417 cases of drunken driving the previous night, they were more impressed by the many citizens who “used sober drivers to make the celebrations safe”. It was a candidate for ‘Good News Day’, observed by Chaliha’s fan club on Tuesday. Chaliha, or SKC, one of Assam’s most popular short story writers, led a dual life. Till he breathed his last on June 25, 2011, very few knew that his real name was Surendra Nath Medhi, a Physics faculty at the Assam Engineering College. SKC was so publicity-shy that he did not receive the Sahitya Akademi Award in 1974. The Akademi later had the award sent to him. But his fan club has dedicated the first day of the year to his memory, celebrating it as ‘Good News Day’. The SKC fan club has 21 executive committee members and hundreds of members across Assam and beyond. Zebin Ahmed, a librarian at the century-old Cotton University in Guwahati, is its president. Began with essay “We began celebrating January 1 as Bhaal Khabaror Din (Good News Day) in 2010 to mark one of his feel-good essays in an Assamese daily published on January 1, 1998. In that piece, he had underlined the importance of starting the New Year with positive news,” said Mahesh Deka, secretary of Saurav Kumar Chaliha Anuragi Samaj (SKC fan club). SKC’s write-up may have been intended to promote one of his most popular stories, ‘Bhal Khabar’, published that year. But the idea stirred his fans enough to plan a meeting on New Year’s Day every year. Mr. Deka said that had SKC been alive, he would have liked the traffic story, where the focus was more on the citizen’s concern for road safety than on the number of people booked for drunk driving. Ritually, the fan club members scan newspapers and television channels for inspiring news on January 1, avoiding, as SKC desired, the coverage on accidents, murders, violence, rapes, or corruption. On Tuesday, fan club members read out a couple of his stories and discussed the narrative and characters of a couple more. Actor Papori Medhi enacted a monologue based on his story ‘Gharua Ghatana’ (Domestic Incident). Aauthor Arup Kumar Dutta said that SKC was a rare writer who enjoyed the kind of fan following typically associated with film, music and sports stars.|0|
As election year dawns, Modi gives a report card|New Delhi|January 02, 2019 00:00 IST|Two days after the Army foiled a fresh attempt by Pakistan’s Border Action Team (BAT) to push infiltrators through the Line of Control in Kashmir, Prime Minister Narendra Modi said on Tuesday that India would make all efforts to keep up the pressure on Pakistan, but it would be a huge mistake to believe that the country would mend its ways anytime soon. Mr. Modi said, whether through surgical strikes or action at other levels, the Indian government was working out various strategies to force Pakistan to check terrorism. He said that while India favoured a dialogue and good friendly relations with its neighbour, it was also wary of the fact that Pakistan was not going to stop promoting cross-border terrorism soon. Asked why cross-border attacks had not stopped despite the surgical strikes, he said, “Whatever strategy is to be adopted, how to do it, is ongoing at appropriate levels, has been happening...It will be a huge mistake to believe that Pakistan will mend its ways after a war. It will take a lot of time for Pakistan to mend its ways.” “India, whether under UPA or NDA government, has never opposed dialogue. It is our consistent policy that we are in favour of dialogue. It is the consistent policy of the country, not Modi government or Manmohan Singh government,” he said.  On his government’s China policy, he said India should be judged on the basis of what it did in Doklam. He said nothing had happened with India since then that could be considered deceit. Responding to the criticism of his foreign tours as being too many and offering more photo opportunities rather than yielding anything substantial, Mr. Modi said his travel schedule had been more or less similar to that of his predecessors but his visits were noticed more because he interacted with people, took decisions and made India’s voice heard. “Come back before sunrise, irrespective of the success or failure of the mission.” This was the Prime Minister’s message to the Army commandos who went across the LoC on September 28, 2016 to carry out surgical strikes. He said the date of the attack was changed twice, keeping in mind the safety and security of the troops.|0|
Water dues in Mysuru touch Rs. 162 crore|MYSURU|January 02, 2019 00:00 IST| Drinking water dues have touched a whopping Rs. 162 crore in Mysuru city, and government departments and corporations are among the defaulters, together owing Rs. 27.17 crore to Mysuru City Corporation.|0|
Western outfits barred in Durga temple premises|VIJAYAWADA|January 02, 2019 00:00 IST|Following the footsteps of the Tirumala Tirupati Devasthanams, the Governing Board of the Kanaka Durga temple atop the Indrakeeladri has imposed strict dress code for devotees from Tuesday (January 1). Executive Officer Koteswaramma said the move was aimed at preserving the culture and tradition of the Hindu religion. “It is the responsibility of every individual to safeguard the Hindu traditions,” she told media. Members of the Indian women’s cricket team visited the temple recently in western wear and sparked a controversy. Ms. Koteswaramma said for those unaware of the rule, a special counter selling ‘Amma’ saris at a nominal price of Rs. 100 had been made available. “All they need to do is drape the sari over their clothes and go for darshan.” The authorities also arranged a changing room adjacent to the sari counter. Women are allowed to wear saris and Punjabi suits while men have to wear only pant-shirt, kurta-pyjama, lungi or a traditional dhoti/panchey/angavastra. Jeans, short skirts, trousers or bermudas are a big ‘no-no’.|0|
Overspeeding cases soar to 7.8 lakh in 2018|Mumbai|January 02, 2019 00:00 IST| Thanks to high-tech speed cameras installed in 2017, the number of overspeeding cases registered by the Mumbai Traffic Police soared from around 25,000 in 2017 to a whopping 7.8 lakh in 2018. On New Year’s Eve on Monday, the traffic police registered 455 cases of drunk driving.|0|
Parrikar makes surprise visit to secretariat|Panaji|January 02, 2019 00:00 IST| On the first day of the new year, Chief Minister Manohar Parrikar made a surprise visit to the State secretariat on Tuesday. Mr. Parrikar (63) with a nasogastrict tube running from the nasal passage into the stomach was accompanied by a team of medical professionals and staff from the Chief Minister’s Office.|0|
10-year-old killed in celebratory firing|new delhi|January 02, 2019 00:00 IST| A 10-year-old boy died when a bullet hit him during celebratory firing in north-east Delhi’s New Usmanpur on New Year’s Eve, police said on Tuesday. Rihan Malik, a student of Class III of a private school, was attending a birthday party-cum-New Year celebration when the incident happened.|0|
Monkey fever outbreak likely to hit tourism|Shivamogga|January 02, 2019 00:00 IST|The outbreak of Kyasanur Forest Disease, also known as monkey fever, at Sharavathi river valley in Sagar taluk is likely to dent the tourism prospects of the region. The Department of Forest and Wildlife has also closed its nature camp at Muppane in Sharavathi Wildlife Sanctuary.|0|
No article in  <Response [200]>||||0|
Crowds force Delhi Metro to shut exit gates|new delhi|January 02, 2019 00:00 IST| Following heavy footfall in the central Delhi area on Tuesday owing to New Year celebrations, the Delhi police issued an advisory leading to the closure of exit gates of four major metro stations. Police and metro officials said the gates were closed as a crowd control measure.|0|
Efforts on to trace missing boat|UDUPI|January 02, 2019 00:00 IST| Shobha Karandlaje, MP, said on Tuesday that all efforts were being made to trace the boat, Suvarna Tribhuja, from Malpe with seven fishermen onboard, which went missing off the Goa coast on December 15 last year.|0|
Full of ‘I’s and lies: Congress|NEW DELHI|January 02, 2019 00:00 IST|The Congress on Tuesday described Prime Minister Narendra Modi’s interview to news agency, ANI, as that of a ‘defeatist’ Prime Minister that was was full of rhetoric and didn’t mention the promises made by him to the people before the 2014 election. Congress communication chief Randeep Surjewala said the Prime Minister should have spoken about the suffering caused by demonetisation, GST, bank frauds, failure to get back black money, fragile security situation and farmers’ woes. “Summary of Modiji’s ‘monologue’ interview — ‘I’, ‘Me’, ‘Mine’, ‘Myself’. The country is suffering your ‘I’s and ‘lies’,” Mr. Surjewala said at a press conference. “The Prime Minister is so helpless that he can’t even answer from where he is going to contest the next Parliamentary election or whether he will contest at all. This shows a defeatist Prime Minister,” he added. ‘Fixed interview’ Congress Deputy Leader in the Rajya Sabha, Anand Sharma, said the people of the country cannot be ‘fooled’ through a ‘fixed interview’ and dared him to face Parliament and hold a press conference. “PM Modi did not spare our people of his penchant for false promises, hollow claims and propaganda even on the New Year day. The habitual peddler of untruths and lies has signalled a nasty narrative for the 2019 election campaign,” Mr. Sharma said in a series of tweets. “People cannot be fooled through a fixed interview. Have the courage to face us in Parliament or address a press conference. Having betrayed the people, do not beg Lord Ram to save you. He did not ask you to lie in the first place,” Mr. Sharma tweeted.|0|
